,comment,off
7565,شكون بغا نزار يخرج لينا شي اغنية اخرا حيت صوتو زوين ديرو جيم باش يقرا كومونطير,0
202,مصدقتش  راجل  يا شماته   تخلتي على ولادك  على قبل  هدك بنت  البار,1
3552,فيينكم العيالات القادات😱 معاكم(فاطمة الزهراء👨‍👩‍👧 )😍 شكون فيكم لآلة ومولاتي 🧏‍♀️ لي تقدر تعاون راسها و راجلها وولياداتها على الزمان💪في ظل هاد الأزمة ديال كورونا💄 حبستي من الخدمة ملقيتيش مدخول أجي أختي سواء كنتي طالبة او ربة بيت او موظفة وبغيتي تزيدي💅🏻 في المدخول ولكن متقدريش تخرجي أنا نقول ليك كفاش🥰 غير من دارك 🏠وسط وليداتك 👨‍👩‍👧‍👦تقدري يالاه اختي اش كتسناي كليكي هنا ودخلي تفهمي الخدمة استعملي هذا الرابط للانضمام إلى مجموعتي في واتساب https://chat.whatsapp.com/KIEwONvV1FsKJE4R9CCC9s,0
3292,الله يفاجيها باينة كانت بنت الخير,0
3621,فيك جن كافر والله,0
6383,عافاكوم.بغيت.شي.موحاميية.ظروري.حالة مستعجلة بيكيه ف ظروري يحاوبوني,0
6224,متيقتش لا فالبنت ولا بوالديها اني فقدت الثقة للاسف في هاد المنابر 😣😥,0
1603,اودي الى كان فيديو بحترام مشي مشكيل حيت اصلا روتين يومي تع عيلات مشي سوق رجال.و رجال لي كتفرجوو فيه حيت مكابيت و بنسنى راجل يعون مرتوو فكوزينا عادي مفيهاا والووو,1
3395,الامر واضح هل البنت عندها رحم  هل تحيض هذا هو الاصل ايلم تكون عندها رحيم ولا تحيض فهو ذكر ولكن اظن انها بنت صوت البنت ملامح البنت سبحان الله حتى الام سبحان الله عارفة انها ابنة واحساس الام لا يكذب وهي عافها اكثر من صغرها,0
5995,الشيخة فحال طبيبة فحال المهندسة  فحالك انت هادا ما قالت طراكس  ما عرفاش مسكينة  الله يحسن العوان ما بين هنا وهنا فرق شاسع,0
377,صافي وليتو كتروجو للزوامل فهاذ البلاد وااااااعباد الله احنا دولة إسلامية واش تقاداو البنات كتشجعو على الإنحلال الأخلاقي والشذوذ تفو,1
6659,ياا ربي ميشوفوه لعدو,0
5578,فضيحة روتين يومي... راه النساء كاملين كيعرفو يجفو... الي عندك شي علم اخر...,1
6339,اللهم ارحم أمهاتنا و آبائنا,0
4184,لا حول ولا قوة الا بالله العلي العظيم الله يشوف من حالا,0
948,الله أكبر,0
3654,الله يستر وصافي واش كثر عندنا في المغرب المرض العقلي لهاذ الدرجة اين دور الاباء والامهات عندنا بالمغرب دكاترة نفسانينمن علامة الساعة,0
3690,كثرتو  الله  عطيكم  جهنم  حمرا تفو  على  مغرب  كيف  تطلا  تفوووو,1
4048,أنا بقاو فيا غير الولاد مساكن من هادشي كامل شنو ذنبهم؟؟؟! حسبي الله و نعم الوكيل فيك,0
3982,مالك حامض سيترون  انت اولخرين واحد ديزلايك كادو,1
6974,تحية لكل المغاربة نساءا ورجالا ولا عزاء للحاقدين نحن في صحرائنا وصحراء في مغربها تحت شعار الله الوطن الملك,0
6031,بكتني هذيك أم الله ياربي,0
4813,الله يعطيه الصحة راجل و نص.,0
3167,اللهم ثبتنا على دين الاسلام,0
4707,شوف خيخي شكون موراك لي مساندك يجب على لمغاربا يديرو حمله على هاد إذاعة العار راها شوهتونا قدم لقريب ولبعيد,1
7673,تبارك الله عليك موهبة جديدة بانت هاد العام في الغناء,0
7940,نتا لي بغيتيها تحمل مسؤليتك,0
2418,هذا عيد ميلاد إواااا بااااااااااز ليه ههههههههههههههه راه كلا الحلوى,1
8011,"براڨو عليك خاي نزار رااااائع الله إوفقك يارب شكون عاود الفيديو كثر من مرا إسطسيوني حدايا نهههه
",0
7398,مع كامل احتراماتي لهذه السيدة الشجاعة التي لم تكتم الشهادة رغم علمها بردة فعل الجناة .,0
7549,"لجات عنيه على هاد التعليق بغيتك تشوف ميمتك فالجنة الفردوس إلى فرحتني بأبوني
جزاكم الله خيرا",0
3539,لاحولا ولاقوه الا بالله علامة الساعة امها غتاصبتها لاصواب لا اداب. باغا الوراق ماعندك عمك خالك جيرانكم كلمة طيبه لامك حتى ام ماتبغي بنت تسبها حتى ام ماتبغي بنتها تغتصب ومع من مع باها ولاخوها كارتة تتقول لامها انتما عايشين بدعارة,1
7870,مبروك رجوع الأغنية,0
5097,الله ارد بيك إلى الطريق المستقيم,0
7624,قاليك كان متبع غير الرياضة والصلاة 🤣🤣😂😂 سلوكية عندك هاربة 🤣😂😂🤣,1
7214,هدا راه ولد الحركي كرغولي ماشي صحراوي,1
2769,الناس كيوعيو لعبات أنتما كديرو لهم الإشهار لمسخ ألا فهاد المغرب  سيرو عند شي ناس متقفين كيخافو من الله هادوك راه الفساد عاين باين ما بقا عندكوم عشر تهضر,1
4244,هذا كذب الجن لا يعاشر الإنس وأسألو العلماء,0
4046,اش هد الزبل طالع للطوندوس,1
3562,لي شاف تعليق ديالي بغيت ليك شي فرحة أو بغيتلك أمك تكون سيدة من سيدات الجنة يا رب ❤ تعاونو مع ولد بلادكم بأبوني في القناة فضلا و ليس أمرا 🙏❤,0
5657,الفقر الفقر ههههه هو السباب ههههخه الله يدير شي تاويل الخير,0
1927,ههههه انا من الاول كلت ليكم راه هاد خيتي مدخلاتش ليا لخاطري بنت الحرام من فعايلها اشداها لهاد العائلة بغا تشتتها وربي كيشوف لا حول ولا قوة الا بالله شفتي خليتي مرت بنت ناس وتبعتي هاد خيتي وراه شفنا الفيديو لي مسحتو,1
4562,اللهم لاتأخدنا بما فعله السفهاء منا,0
7340,المغرب منذ القدم يتكالب عليه جيرانه من كل الاتجاهات لكن والتاريخ يشهد ينتصر في كل معاركه وحروبه فلا خوف عليك يا وطني بوجود حرائر  وأحرار يدافعون عنك بالغالي والنفيس و#الصحراء_مغربية 😃✌🇲🇦🇲🇦🇲🇦  و#سبتة_ومليلية_مغربيتان😃✌🇲🇦🇲🇦🇲🇦🇲🇦أحب من أحب وكره من كره,1
5211,تحية لهذه القناة  على قدرتها الفاءقة  في التنقيب على  مثل هذه الفروسات والخراء .,1
6652,جاتني بحال اغنية دوك الرسوم ديال الفيل بابار😂😂😂😂,0
3430,کنتمنی من الله یسهل علیک ویوقف فجنبک ولاد الحلال وتحال عقدتک یا بنت یاراجل المهم تلقی الحل وترتاح فحیاتک,0
1124,مسرار الله يعطيك العز اما الذل راك فيه,1
3921,كلمات كوجهكم صافي بان داكشي بغيت تبق بوحديتك اه يا وجه شيطان بغيتو قانون للمثلية تعشق بيناتكم وتزوجو  بان لبلان,1
5072,مسكينة ههههه وقالة حمقت,0
2421,الحلوى التي التهمها بالشموع ههههخخخخ,0
4188,واش تعاودي تصبني المانط,0
7109,عاشت الدولة المغربية العظيمة,0
972,رانى نحوس على شى قحبه من نواحى الناضور,1
6407,غير كيخيل ليك اختي ره قوي هوا ره في لجسد ديلك شيطان عاشق,0
1279,بغيتي تخدمي و تعمري جيبك.. يكون عندك مدخول من دارك و بلا متخلاي على دراستك أو عملك أو وليداتك ..,0
184,قمة التفاهة و شكرًا لي متافق لايك أو المشكلة طالع ف طوندونس 😖,1
1880,شحال زوينة كتحمق اودي المحامي اودي الراجل    اختي مثيقينك عرفناه كذاب و بان على حقيقته عديم الضمير و تفضح قدام الرأي العام.,1
5040,خفو عليها مسكينة راها كانت كدير غير مناسك العمرة صافي مدارت والو حتا هاد مولات الخيمار اللي كتدو عندي احساس حتا هي مكحلاها مزيان,0
4650,وإنهم يرونكم من حيت لا ترونهم 👍🏻,0
4773,لاحول ولا قوة الا بالله العلي العظيم حسبنا الله ونعم الوكيل ولا حولا ولا قوة الا بالله العلي العظيم اللهم ضرب الظالمين بالظالمين والنجين منهم سالمين يا رب العالمين حسبنا الله ونعم الوكيل,0
7907,🇩🇿✌🏻تشجيع لنزار من الجزائر ربي يوفقك.وصلوه مليون ابوني و فرحولو ميمتو,0
921,"استغفر الله العظيم و الله اكبر وًلا حول و لا قوة الا بالله""",0
122,تا لجمهور دينمو كيساعد فهدشي,1
315,سمعت بأنه تزوج من شحال هادي واقيلا واش تزوج بنت ولا راجل؟؟؟,0
6051,هدشي لواقع غير باش ترجعو الطريق,0
2585,الله يغبر لك الشقف دايرت لاشين الله يعطيك .....تفو بهدلتونا,1
6916,و السيابة هاذي,1
1970,لسسه امبارح بحذركو من ولاد الجزمه فيفي ولاد شرموطه هههههههههههههههه😂,1
3243,دابا بحال كيسولوا الناس واش كتعرف تدخل الطواليط  اش هاد الكلاخ واش هادا المغرب ولا المخرب أنا متبريا منكم ها العار واش الناس ولات بلا وجه اش هدشي,1
7451,قال رسول الله صلى الله عليه وسلم قاتل و المقتول في النار قال الصحابة رضي الله عنهم هذا القتل فما بل المقتول قال كان حريص على قتل أخيه,0
7274,معرفتش ليه عطيو لمو قتلت العصا باش يتعلم المرجو من الصحافة المغربية تبقا تعلمنا بالوقت باش نكون في المستوى مع بحال هد المكروب والله يمهم ميعرفو يدمن الفقانية الصحراء و سبة و مليلية مغربية،❤️🇲🇦❤️,1
6083,السبب قلة الشغل تؤدي لعدم الزواج وعدم الزواج يؤدي إلى الفساد,0
4604,الله يخرج سربيسكم على خير وصافي,0
596,صراحه أغنية جديدة بعنوان مقودة علية سير ديرليك شي سباحة إناث آنت و لي سجل ليك الأغنية,1
5868,الدعارة  مسهم فها  الاجميع منهم  المسولين,1
3052,بنت لحرام ولات كتحطو بوجهو ميقول حد مفراسوش ههههه,1
6602,معكش لا السحر لاوالجن انتي مريض بي الأوهام فحص بي صورتها,1
1973,هل يعقل هاذا يااااا عالم يا المغاربة,0
4771,غزااااالة ما شاء لله الله اسهل اعليكم,0
5117,طراكس وسعيدة زينو عرس,0
2235,لن يخرج آل سعود المدعمين للدكتاتورية في البلدان العربية بأموال فقراء حزيرة العرب.. لن يخرجو سالمين وسترون هذا في المستقبل....,1
2179,"انا نبدأ ليك اختي ونرجع بيكم شويا الوراء أنا شاب عندي 28 سنة كنعيش فكازا واصلي صحراوي  ساكن فحي كيتعتبر مقبرة لساكن فيه حي يفتقر لأبسط شروط العيش ويعتبرو خطير جدا فكازا هاذ الحي لساهم فتفاقم المشاكل وانعدام الحياة من جهة هو حي كيتعرف بإسم الهروايين لا مرافق لا سوق لا شيء يساعد على الابداع وفرص العمل بحيت انه يشبه ارض قاحلة مملوؤة بالاجرام والمخدرات رغم ذلك الحمد الله هادشي مكنضرش ليه او يمكن يخليني نهرب من واقع باللجوء المخدرات او طريق الحرام وصبور جدا رغم ان صبر بدى يتلشى تختيلو معايا تدفع سيفيات يلقاو العنوان يحتاقرزك رغم انه معندكش ذنب فين ساكن """,0
5130,لا حول ولا قوه الا بالله بحال هاد النوع لتمنى ليه كرونا,1
3177,مول هاد شين ماشي طبيعي هربو ليا ولد العبد ههه.,0
1068,ربي يهديهم والله فاتت عليا هدي مرحلة مي غي شكيل مكانش كي الصح  تفكرنا روطار,0
6692,ليعطا زكو لهلا يفكو,1
3563,غير كتخربق كذوب غير من الهضرا ديالك الكذوب,1
1126,تشوفو تقول ولد لحرام,1
5891,لخوت تأبوناو عندي نبدا ندير l gaiming,0
3740,هاد شوفي تيفي خاصها الإعدام.,1
1713,علا ه مها كانت كتجري فالتمانينات بالجلابة...,1
2750,سيري اتقاي الله راه هدشي عيب و عار راه شوهتونا ! السيد راه باينة فيه مرض نفسيا بدكشي اللي كديري !! الله يهديك على راسك و ليداتك !!!,1
7179,العنوان لاعلاقة له بالفيديو انا قلت واش نيت شدوه سلخوه والله كون كنت تما حتى نخلي دار بوه ديال بصح,1
7781,اغنية  بكاتني  دمار شامل برافوا برافو نزار كوراج وليتي طوب طوب طوب شكرا هشام ملولي كنتمنى كلنا نلقاو فحياتنا ناس بحال ملولي يوقفوا بجنبنا لي بكاتو الاغنية بحالي يسطاسيوني حدايا  ام ريان,0
2211,وانت مالك اش حرق؛شطاطتك بقات فيك سير تزوج بيها وهنينا,1
7445,الناس عندها وليداتها وكاين اللي عندو ميمتو خدام عليها ويلا مشى يفك يقدر يمشي فيها ويخلي وليداتو موراه والله يرحم الضحية,0
691,الله يسلط عليكوم شي مرض  خفو الله هدشي  هتندمووووووووو عليه بزاف الوقت لي مينفع فيه الندام وهذاك المسخ ليهو ا مشي في صنف النساء ولا صنف الرجال حشم غير علا وجه وليديك يلمسخ,1
5270,تدعمون الفاحشة و الفحشاء,1
7364,عاش المخنت,1
5552,"إثقوا الله في النساء فالله عظمها في كتابه الحكيم  في سورة النساء وسورة مريم و و و !!!  ولهذ أيها الأزواج .. رفقا بالقوارير""",0
5157,"ولهاذا أنا ضد فتح الحدود مع المغرب""",0
4229,مع الصوت زوين ودنيه تسدوووو😂😂😂😂,1
7829,لملولي و نزار دخلو لقلوب لمغاربة برافو هشام نزار بالفضل ديالك ولينا كنشوفوه حسن بزااف ملول كمل فطريقك مماك ملي غتقرا لكمونطير غتفرح كولشي معاك,0
1485,الله يعطيك المسخ أما حتا شوهة راكي مشوها,1
7129,الله.  يعطه. مصيب الخاءن,1
24,ولد الحوات فنان بدون منازع ماشي انت لي طلعتيه سير تكمش  هو صارم في خدمتو ماشي لعبة ودبا نشوفو المحكمة اش غادية تعطيك راك غير متملق,1
6664,شو اسمها الشيخة تراكس يا رب هاه هههه 😂😂😂🇩🇿🇩🇿🇩🇿,1
5436,مسكينة  شحال زوينة و  ماحلاها  والسعد مسود  بقات فيا  الله ياخد فيهم الحق,0
3891,شعب.كيعشق.بوزبال.اتفوووووو,1
5730,كتاكلك خاص لي يحكها ليك نت,1
5938,اش من شرف عندك وانت غادة معاه للاوطيل بمحظ ارادتك,1
2618,هاد الموسخة دابا  نضيعو عليها الوقت.. والله الا الوقت خيابت. الدكاترة و النوابغ ماداها فيهم حد  وهاد بوزبال كبرتو ليها الشأن,1
501,حنا ربعين مليون نسمة بغيت غير نعرف شحال من ميكروب بحال هادو محسوبين علينا علامة الساعة اقتربت الله ما لا تأخذنا بما فعله سفهاء منا يارب العالمين,1
3299,كاينة التحليلة لي كتبين واش بنت او ولد راها ساهلة غير بنادم الله يهديه  ديرو التحليلة باش تعرفوا الحل,0
4236,لا حولة ولا قوة الا بالله الغلط كيوقع وربي كيقبل توبة وبشار مكيرحمشي الله يخود الحق فلي كان سبب دياله,1
1650,لا حولا ولا قوة الا بالله العلي العطيم سير الله يعطيك مسخ الدنيا والاخرى الله يخد فيكم الحق اشيطين الانس اوجه الويل,1
1853,هو ومراتو خاصهم الحبس حتى انتي خاصك الحبس دليتي أب ديالك وأخت ديالك كتهضر بحال انتي ضحية.,1
3374,ونتي بنت ونتهى الكلام بغيتي تزوجي مرحبا بك الهاتف وشكرا,0
5396,كاينة الاغنية الهادفة وكينا دكشي لي حكيتي بصباعك,1
1819,نتي ماشي بنت الناس و مشمووت الله يهدينا ويهديك,1
7510,شكون الي   شافها من بعد  ما  رجعات ابان,0
7508,هاديك ابا نزار 😂,0
5373,في الحقيقة إني أراك أنت من الفرق الضالة,1
82,نسيتي هدى لفديو ديالك مني قلتي حلو زوين كيف لكرميل,0
7660,دراري بارطاج فالفيس و كلشي بغينا مليون مشاهدة و نيزار يفوت ندى فعدد المتابعين,0
8013,شدو صف قبل متوصل مليون 🔒10M,0
5375,انا بنت ليا فسهرة راس عام كت تغني معاه,0
6820,لاحول ولا قوة إلا بالله العلي العظيم الله يسترنا حتى يسترنا التراب والحجر الحمد لله والشكر لله دائما وأبدا,0
3278,والله حرام عليك تعذبي أمك هكذا والله تڨسم الڨلب هذي الأم 🥺,0
3551,اخوتي  دعيو   معايا   انا معندي  لاقناة  لاوالو  بغيتكم  تدعيو  معايا  في  الغيب   عندي  مشاكل  مالية  صعيبة  ديون  وشيكات  وكنتسلف  من  عند  واحد  المراة  بالطالع  كتزيد  عليا  100  الف  في  المليون  قتلاتني  وانا  معنديش  كونت  دايرا  مشروع  وفشلت  فيه  دعيو  معايا  خوتي  افرجها  عليا  الله وفك  ما  بيني  وبين  هاد المراة  راها  طحناتني  وانا  متلقاش  البديل  ملقيتش  شي  قلب  حنين  وسخرو  ليا  الله  اسلفني  بضمانة قانونية  حتى  الرد  ليه  ولكن  ملقيتش  اخوتي  راني  تنتعدب  مبقيتش  تنعس  الليل  كولو  وانا  فايقة   دعيو  معايا  خوتي  الله  اسهل  عليكم  دعيو  معايا  ربي افك  كربتي  راه دعوة  40  مسلم  مستجابة,0
2516,"المحامي راه تيدافع على حق المظلومين """,0
5168,الله يجعل الخير,0
3801,سير الى لقيت شي كاور تيضرب الزوامل غصك الاعدام الكلبةوتا.بلاصتك فالسيرك مع الكلاب,1
5964,حتى هذ الخريا كيعطيو ناس الواقت,1
7416,ليرحمو وسع عليه ودخل جنة خويا زهير😭,0
6705,براكة من خبث,1
6542,ههههههه لحم بلبرقوق الله يبين لحق وخلاص,0
7393,هاد الجريمة غريبة اول حاجة ناس كتفرج ومدخلوش وخى يكون سبع تاني حاجة لمفهمتش قاتل والمقتول يمشيو فنفس الإسعاف وبحدهم خاص الحبس كلشي والاعدام القاتل,0
5569,تحية لهاد دراري ولاد قنيطرة يستاهلو يتشهرو عندهم واحد مستوى هربان في كوميديا ❤️ الله يسهل عليهم ماتريكس أول وحدين دارو تيست كوفيت في مغرب,0
1734,تخربيق ,1
5699,ومن كنتي كدير روتنك مكنتش كتخافي من ربي لي كيشوفك وملاءكته ومخفتيش يجيك ملاك الموت ويدي روحك اش تقولي لي لي خالق ستفزتني مقدرتش منعودش نعلق هد تعليق ٢ اوووووف منك اووووففففلف,1
7791,"نزاار زيااااان و صوت ناضي خليييك هاكدة 

",0
905,شوهة تفو,1
239,سير دير تحاليل شوف انا فصيلة الحيونات كتنتامي ليها مكنضنش كلب حيت الكلب ميزتو الوفاء,1
5740,شكون جا من عند bimo 😂😂😂😂,0
7910,واو اكثر من 2 مليون من توقع هذا,0
6018,كلشي على  بوزات مختلفة وسيرو أشوف تيڤي منهار درتو قناتكم ونتوما من شوهة لشوهة وسترو ناس اش بغيتوهم,1
1333,ويلي على تقحبين إوا منين باغيين يعاقبوها هي يعاقبو المحامي المشهور لي مارس الجنس في دار الدعاره,1
1116,تبرك عليك خويا قلال لي بحلك كم سترتي بنت ناس جب الله يسترك الله كشوف غدي جزيك,0
3708,شوف تيفي هي لتتورينا هذ زبل,1
734,خاص بحال المجرمين الاعدام,1
7994,رجعاتلك اوا بصحتك اسي نيزار ❤️❤️🙂❤️❤️🙂🙂❤️🙂❤️❤️🙂❤️🙂🙂❤️🙂❤️🙂❤️🙂❤️❤️🙂🙂❤️🙂❤️❤️🙂❤️🙂❤️🙂🙂❤️🙂❤️❤️🙂,0
890,مجبرت منقول تفو,1
4408,غضب الله كينزل الله استر يارب,0
5137,الله يستر كنتي زوين ششويا هاذا ماشي فن راه عفن,1
4454,سيرو عند الناس لعطاو لبلاد شي إنجاز وكين وليدات نوابغ مشاء الله تتنشرو غي الكلاخ رتقاو شويا,1
3536,وا ناري اشنو واقع في هاد البلاد الوالدين طغاو الخوت قلبهم ولا حجر ولاو بحال الحيوانات شي راكب علا شي وانتي البنت ما نقضرش نقول ليك بنت الناس ستري راسك او سيري القضاء,1
6622,الفساد كتر فعلا,0
2514,ينتقم منكم. قال عيد ميلاد بالتكشيطة بيضاء واللحم والبرقوق والعناق والقبل,1
4631,ويلي ويلي وكوني تحشمي راكي وليتي ام وبنتك غاتسمع هادشي من دابا لا حولة ولا قوة الا بالله العلي العظيم,1
4532,"والتعليقات عجبوني كلشي متافق على عدم نشر فضائح الناس""",0
4053,مساكين الوالدين دراوش الله ياخد الحق في دار هاد الفيديو,0
5963,"عراقي من بلجيكا""",0
4686,ويتك ويتك على لولو,0
4923,مصفطة تصاور عريانة مازال تتقولي ظلمك,1
714,صوفيا نموووت على امك وعلى تواضعك راني حداك في كوجا مصطفى باشا وتمنيت نشوفك وساري كول بصراحة عاد بان زينها مزيان في هاد فيديو,0
4469,تحياتي من وجدة بتوفيق دكشي هو هداك هههههه......,0
5604,تبسيط مفهوم الرملة ... لذي المراهقين,1
6580,بغيت هاد اليد تلمس الكعبة ايلاما فرحوني بشتراك الله يفرحكم🙏💝🙋,0
1840,الله امسخك نتي وهو,1
1663,سبحان الله بنت نوال المتوكل وبنات عويطة من راهم لاتقولو ان والديهم مغاربة لبسهم والوشم مثل الغرب,1
6815,يا عمري!!!🤤🤔,0
1910,آلله ينعلك يخ على وجه عندك حنا كاملين مزوجين اوما نتعراوش نتصور ونصيفطوهم رجلاتنا واخة يقولوها لينا علاه ماعندنا عقل حشومة هد شي الا قالها ليك فيعلن حيت حنا لعيالات عارفين بعضياتنا ربما ما بغيتهش يمشي لدارو أو صيفطتي ليه تصاور,1
5609,الله يصاوب ليك والكن تنتي راك غلتي ابزاف ماشية معاه اطيل ابايتة اش كتنتاضري من هد سهرة,1
7999,كلشي يبارطاجي نفقسو حليوة هههههههه,0
7027,"🇲🇦🇲🇦🇲🇦🇲🇦 حفظ الله بلدي المغرب واخوتي
المغاربة أينما كانوا  ،
",0
7695,الحمدالله على سلامتكم نزار,0
5723,من تتبع عورة  اخيه تتبع الله عورته,0
1570,واك واك ستر راسك مايوك متراس كحل اش تبين روتينا اليومي امكوزة حشاكم الاخوة حشومة تاهو داير كيف المرة موس واحد,1
4860,واش غا انا لي معنديش صوت,0
7986,"نتوما باينة تقاديتو من عندي الحشيش الله يعفو عليكم 🤣🤣🤣🙏🙏🙏🙏
",1
3126,تبارطاجي معنا تقحبين او مضيغ لمسكة او شوف تيفي تموتو علا حاجة اسمها شوهة,1
2343,"اهم موضوع عندهم هو اطلاق الريح والبوسان ...""",1
7732,على سلامتك,0
6865,الامر بمشاركة الحرص لوطني بعاصفة الحزم عشية الامر بإنهاء عاصفة الحزم؟ شر البلية ما يضحك. الحمد لله على نكسة 67 أعطتنا مناعة قبل أن نولد.,0
3865,والله هناك يد خفية  وراة هدا المرض,1
4044,اشنايا اجي البرتوش يااع بدون مستوى و هي حسن منكم,1
2669,وجه الحبس  اش داك لشي روتيني الوجه ويل,1
1690,شوف تيفي الله يرضيكم,1
1189,بدون تعليق لعندو لفيديو يمسحو على وجه ولديها,0
4514,هوما عارفين بلي هاد مواضيع يجيبوا مشاهدات,0
2261,مراته زوينة الاوله تجيب حسن منه وانتم قناة فضايح كنحس مخلصين باش تشوهها ولاد الحرررام بحال انت  اكتضهر  خده لك مرات موسخ اقدر صحافة الله يعطيك مصيبة الحتالة حقد عليها 😏😏 اويلي لكيهضر غير محايد بأن ليا عطوك اخت ليلى مولفين قاله لك بنت شعب يعني مغرب كله موافق على وحده تعيش وتحمل من واحد بدون زواج هههههه شوهة صافي🤔ومراته بالحلال تسد فمها وتقولك سمحو ليا الله يغبر بوكم شقف,1
7831,لشوف الاغنيه ملي رجعات اصطسيوني,0
1475,الله يعطيك العداب وانت وهداك عفو الرجال,1
982,تناكت لبلاد,1
5635,هاذوك الأفعال نتاااع الحرام اللي كنتي كتعملي فيهم هما اللي خرجو فيك انتي و بنتك. الحاجة نتاع الحرام بسرعة كتنزل للأرض هاذوك الأفعال الخايبة هي اللي خرجات لك في بنتك حتى رجعات ابحال هكذا.  ربي نزل عليكم غضب من عندو بااااش تتاعضو لله !!!  .  الله يهدي ما خلق   الحرام اشحال ما طلع صاحبو للفوق !! راه تينزلو,1
7839,عطيها باتساع مكتسواش شوف الكليب لي دارت بينت الشر ديالها وعتارفت بانها كضحك علييك ونزار ديييييير مستقبلك معهامكاينش مستقبل بغا ديرك غير مربية وتجفف بيك الارض,0
360,شوف اخويا تسكت سير توضا وصلي جوج ركعات راه يمكن ربي يسمح ليك ويرضك بنادم اما انت راك غير دمية غادي يلعبو بيك الرجال  ويلوحوك,1
430,جاب الله تفرجت فهاد القلاوي بالويفي ديال القهوة,1
6753,الله يشافي كل واحد ربي كبير و غفور رحيم,0
2564,الله يعطيك الحبس ياوجه حبس,1
7002,تبارك الله على المغربيات الله احفضكم,0
6848,اختي اللهم الجن ولا بنادم انا ٢٠ عام هادي كون لقيت جن احسن من الزوج اللي واخداه دابا وعدابه,1
3760,سير تمات,1
6885,الله يشافيك اختي,0
6133,صحافة وصحافيين دون المستوى,1
5520,اوا الله يمسخك ياك مشيتي بخاطرك مجركش بز منك لاش كتشكاي علينا دابا,1
6364,"كل واحد حر في نفسه و شعب الميكروب""",1
2945,تفو عليك,1
4961,شكون هدا لي معاها,0
5098,نت  بقا  تهبش حتى  دجبد حنش,0
1245,انا بعدا شفت الفديو... وقيلا هادوك الي كيديرو روتيني اليومي فيه لفضايح اكتار من هدي مسكينا الي تاقت فواحد ولد لحرام مفهمتش اعلاش شدوها البوليس راه الي خصو يدخل الحبس هوى هادك ولد لحرام الي اشهر بيها,1
3083,الله يعطيك شي مصيبة الموصيبة ألموسخا أتفو,1
1186,ختي ماشي ختي بنت بابا وماما ولكن ختي مغربية قال الله عز وجل,0
6397,أعوذو بالله من الشيطان الرجيم,0
3138,درتي تبهديل   تفو.........ما بقات رجولة  مع احتراماتي ل شي رجال ........,1
4557,عادي خارجة لخالتها وفاء,0
4671,نتي ام لي هزة دقة الله يفرجها عليك بقتي فيا والله,0
3391,غير غلطو لك فالسمية فالحالة المدنية داروك كريم صدقتي راسك ذكر اش من راجل خاصك العصا زايدا لمك الهم مسكينة انوضي تكعدي عاوني امك على الزمان الله يهديك,1
1660,بنت عويطة ايضا مثلها الله يستر بزاف هدشي على التحرر,1
6729,تعلمو الدراري الروجولا  لينواي الخير تيجبلو الله الخير او القبول فالدنيا او الاخيرة,0
7911,خويا جا معاك الراب غير كمل صوتك وااااعر انيزار,0
5049,انت شوف تيفي اشنو هدا الموستوا الي انتو فيه لزم تموتو ااعدام,1
713,يارب دينا في ضوء ديالك اما مابقا ميعجب في دنيا,0
991,ههههه شفوا مول الزرق يزرق القنانف سير المسخ المريخ يلا قبل عليك اتفوووووو,1
7900,لكتابا لكتابا😂😂😂,0
4400,الله يرزقنا الهداية والقناعة والعفو ياربي وللمسلمين اجمعين,0
4054,فتحية أختي نصيحة حيدي القطات ديال التجفاف اولا شري الجفاف العصري وجفي  وأنتي واقفة أحسن.,0
2903,هداك كيجني بحال زامل,1
3111,سير اسمحمد الله يعطيك العز ما دل راك فيه,1
5751,راه ربي غادي يسهل عليكم ويعوض ليكم بالخير ان شاء الله .,0
5447,مرحبا بكم عندي,0
1455,نداء الى المغاربة الاحرار الله يرحم الوالدين الى مسيناليو هاد الوسخ راه تشوهنا عالميا واضافة هاد الاجيال الصاعدة غادي دمر اخلاقيا,1
6469,فيه الانوثة كتر من صاحبتي,0
6984,الله الوطن الملك 🇲🇦❤️,0
4179,قروب الساعه,0
194,الله يعطيك الصح عديل,0
441,هادا راه عفن ماشي فن شوف تبت تبت شوف راسك كيفاش كتهضر راه ما بقاش كتدوى على أنك فل فن راك بطريقة الهضرة ديالك ماكتقولش ب أنك تقمصتي ضور المرأة راك نتوى نيت بهضرتك و طريقة الهضرة واماتبقاش تقول فن فن العفن,1
2959,الله يعطيك الدل تمت وراجلك وكوزينتك تفو وجه تلطواليط,1
796,تفو حتى الحزاق كيهضرو عليه بالصحافة حسبي الله ونعم الوكيل فيكم شوهتونا قدام البراني,1
4218,"دخلو سوق كركم 
شوفو شكون مكتب عليكم تعيشو عبيد او فقراء او هما معا .",1
5368,وراك حرباء نيت تفووووو,1
6430,جاتك زوين الغزالة,0
1576,الزبل بوزبال بوزبال,1
7857,ملولي رجولة والله العظيم ،منين جا عندك نزار رجع بكوس أو غزال مسكين كان ظايع تبارك الله عليكم، اغنية خطيرة برافو ليكم👏👏,0
6941,الصحراء مغربية وستبقى مغربية,0
7692,صوتو فالراب وااااعر برافو نزار وياااك ترجع لحاسي طلقها وشوف شي بنت محترمة وبنت دارهم وخلي هديك كلشي داز عليها أكبر غلطة درتي فحياتك,0
